country,country_label,planetarium_name,google_maps_link,translated_planetarium_name,iso_match_name,iso_alpha_2,iso_alpha_3,official_name
Germany,Germany 1,Astronomisches Zentrum Gera e. V.,"https://www.google.com/maps?q=50.8771748,12.0872785",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 2,Carl-Zeiss-Planetarium,"https://www.google.com/maps?q=48.7834492,9.1869525",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 3,ESO Supernova Planetarium,"https://www.google.com/maps?q=48.2594356,11.6701756",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 4,Harzplanetarium,"https://www.google.com/maps?q=51.8340814,10.7930041",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 5,Klaus-Tschira-Auditorium,"https://www.google.com/maps?q=49.3960916,8.7241322",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 6,Mediendom,"https://www.google.com/maps?q=54.3323777,10.1812416",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 7,Nicolaus-Copernicus-Planetarium Nürnberg,"https://www.google.com/maps?q=49.4479187,11.0628967",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 8,No-Name,"https://www.google.com/maps?q=52.1660509,13.0630181",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 9,No-Name,"https://www.google.com/maps?q=53.1731873,8.6226053",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 10,No-Name,"https://www.google.com/maps?q=50.9833689,11.3177515",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 11,No-Name,"https://www.google.com/maps?q=51.4503589,12.6267668",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 12,No-Name,"https://www.google.com/maps?q=52.4573941,13.3493831",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 13,No-Name,"https://www.google.com/maps?q=50.6025858,10.6981913",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 14,Olbers-Planetarium,"https://www.google.com/maps?q=53.0698072,8.8077538",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 15,PLANET KA,"https://www.google.com/maps?q=49.0039247,8.4304598",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 16,Planetarium,"https://www.google.com/maps?q=49.4772801,8.4929762",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 17,Planetarium,"https://www.google.com/maps?q=52.4170765,10.7816411",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 18,Planetarium,"https://www.google.com/maps?q=53.5973179,10.0089306",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 19,Planetarium,"https://www.google.com/maps?q=51.9494125,7.5914651",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 20,Planetarium,"https://www.google.com/maps?q=50.6801058,12.4651559",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 21,Planetarium Bad Salzungen,"https://www.google.com/maps?q=50.8081323,10.2379765",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 22,Planetarium Burg,"https://www.google.com/maps?q=52.2740458,11.8481274",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 23,Planetarium Frankfurt Oder,"https://www.google.com/maps?q=52.3257689,14.5493373",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 24,Planetarium Freiburg,"https://www.google.com/maps?q=47.9991364,7.843043",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 25,Planetarium Galileum Solingen,"https://www.google.com/maps?q=51.1644408,7.0072799",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 26,Planetarium Gut Steimke Kulturscheune,"https://www.google.com/maps?q=51.6404644,9.6408676",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 27,Planetarium Halle,"https://www.google.com/maps?q=51.4781911,11.9588815",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 28,Planetarium Hoyerswerda,"https://www.google.com/maps?q=51.4311398,14.2714115",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 29,Planetarium Kassel,"https://www.google.com/maps?q=51.3102439,9.5007892",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 30,Planetarium Lübz,"https://www.google.com/maps?q=53.4590061,12.0477359",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 31,Planetarium Merseburg,"https://www.google.com/maps?q=51.3530825,11.9906282",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 32,Planetarium Osnabrück,"https://www.google.com/maps?q=52.2492136,8.0698132",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 33,Planetarium Sessenbach,"https://www.google.com/maps?q=50.4760253,7.6442577",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 34,Planetarium Wolfsburg,"https://www.google.com/maps?q=52.4169763,10.781642",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 35,Planetarium am Insulaner,"https://www.google.com/maps?q=52.4575551,13.3494194",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 36,Planetarium im Vonderau Museum,"https://www.google.com/maps?q=50.5511616,9.6790866",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 37,Planetarium und Zooschule,"https://www.google.com/maps?q=51.7505351,11.4404316",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 38,Sparkassen-Planetarium Augsburg,"https://www.google.com/maps?q=48.370402,10.8945913",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 39,Urania Planetarium,"https://www.google.com/maps?q=52.4026164,13.0620217",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 40,Zeiss Planetarium Bochum,"https://www.google.com/maps?q=51.4854488,7.227711",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 41,Zeiss-Großplanetarium,"https://www.google.com/maps?q=52.5430513,13.4280579",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 42,Zeiss-Planetarium,"https://www.google.com/maps?q=50.9318451,11.5867864",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 43,eduDome Biber Ferienhof,"https://www.google.com/maps?q=53.2065055,12.8622283",,Germany,DE,DEU,Federal Republic of Germany
Germany,Germany 44,privates Planetarium,"https://www.google.com/maps?q=51.4258831,8.0177548",,Germany,DE,DEU,Federal Republic of Germany
Ghana,Ghana 1,The Ghana Planetarium,"https://www.google.com/maps?q=5.5755956,-0.1859485",,Ghana,GH,GHA,Republic of Ghana
Ghana,Ghana 2,The Ghana Planetarium,"https://www.google.com/maps?q=5.5756103,-0.1859465",,Ghana,GH,GHA,Republic of Ghana
Greece,Greece 1,No-Name,"https://www.google.com/maps?q=35.3280798,25.2882506",,Greece,GR,GRC,Hellenic Republic
Greece,Greece 2,Εθνικό Αστεροσκοπείο Αθηνών,"https://www.google.com/maps?q=37.973392,23.7182887",,Greece,GR,GRC,Hellenic Republic
Greece,Greece 3,ΝΟΗΣΙΣ Κέντρο Διάδοσης Επιστημών και Μουσείο Τεχνολογίας,"https://www.google.com/maps?q=40.5621359,22.9955123",,Greece,GR,GRC,Hellenic Republic
Greece,Greece 4,Νέο Ψηφιακό Πλανητάριο Ιδρύματος Ευγενίδου,"https://www.google.com/maps?q=37.9400919,23.6964818",,Greece,GR,GRC,Hellenic Republic
Greece,Greece 5,Πλανητάριο Θεσσαλονίκης,"https://www.google.com/maps?q=40.567015,22.982081",,Greece,GR,GRC,Hellenic Republic
Guatemala,Guatemala 1,Plan Trifinio,"https://www.google.com/maps?q=14.5637389,-89.3365738",,Guatemala,GT,GTM,Republic of Guatemala
Hungary,Hungary 1,Bükki Csillagda,"https://www.google.com/maps?q=48.0558609,20.5205935",,Hungary,HU,HUN,Hungary
Hungary,Hungary 2,Carl Sagan Amatőr Magán Csillagvizsgáló,"https://www.google.com/maps?q=46.2191837,19.3661636",,Hungary,HU,HUN,Hungary
Hungary,Hungary 3,Kecskeméti Planetárium,"https://www.google.com/maps?q=46.9145575,19.6732089",,Hungary,HU,HUN,Hungary
Hungary,Hungary 4,NYCSE csillagvizsgáló,"https://www.google.com/maps?q=47.9733603,21.7138083",,Hungary,HU,HUN,Hungary
Hungary,Hungary 5,No-Name,"https://www.google.com/maps?q=47.4744516,19.0621154",,Hungary,HU,HUN,Hungary
Hungary,Hungary 6,No-Name,"https://www.google.com/maps?q=47.4769313,19.1017943",,Hungary,HU,HUN,Hungary
Hungary,Hungary 7,No-Name,"https://www.google.com/maps?q=46.2366158,17.7652363",,Hungary,HU,HUN,Hungary
Hungary,Hungary 8,TIT Budapesti Planetárium,"https://www.google.com/maps?q=47.4769058,19.1018906",,Hungary,HU,HUN,Hungary
Hungary,Hungary 9,Uránia Bemutató Csillagvizsgáló,"https://www.google.com/maps?q=46.3406021,17.7628551",,Hungary,HU,HUN,Hungary
India,India 1,Ambica Nilayam,"https://www.google.com/maps?q=17.5445015,78.4359286",,India,IN,IND,Republic of India
India,India 2,Birla Planetarium,"https://www.google.com/maps?q=13.0119591,80.2440161",,India,IN,IND,Republic of India
India,India 3,Birla Planetarium,"https://www.google.com/maps?q=22.5455228,88.3473179",,India,IN,IND,Republic of India
India,India 4,Calicut Planetarium,"https://www.google.com/maps?q=11.2632493,75.785575",,India,IN,IND,Republic of India
India,India 5,Darbhanga Planetarium,"https://www.google.com/maps?q=26.1718947,85.894216",,India,IN,IND,Republic of India
India,India 6,District Science Centre and Planetarium Rayagada,"https://www.google.com/maps?q=19.220788,83.4203043",,India,IN,IND,Republic of India
India,India 7,Dr APJ Abdul Kalam Planetarium,"https://www.google.com/maps?q=22.0650616,82.1444486",,India,IN,IND,Republic of India
India,India 8,Dr. Abdul Kalam Science Center & Planetarium,"https://www.google.com/maps?q=11.9515226,79.8080023",,India,IN,IND,Republic of India
India,India 9,Dr. TMA Pai Planetarium,"https://www.google.com/maps?q=13.3457037,74.7887673",,India,IN,IND,Republic of India
India,India 10,Guwahati Planetarium,"https://www.google.com/maps?q=26.1914795,91.7519783",,India,IN,IND,Republic of India
India,India 11,Jawahar Planetarium,"https://www.google.com/maps?q=25.4588372,81.8603473",,India,IN,IND,Republic of India
India,India 12,Jawaharlal Nehru Planetarium,"https://www.google.com/maps?q=12.9845695,77.5901037",,India,IN,IND,Republic of India
India,India 13,Johrat Science Center and Planetarium,"https://www.google.com/maps?q=26.7560654,94.2103865",,India,IN,IND,Republic of India
India,India 14,Kalpana chawala Planetrium,"https://www.google.com/maps?q=29.9621631,76.7903026",,India,IN,IND,Republic of India
India,India 15,Kaman chowrasta,"https://www.google.com/maps?q=18.4280141,79.1352541",,India,IN,IND,Republic of India
India,India 16,Kusumbai Motichand Planetarium,"https://www.google.com/maps?q=18.5107563,73.8448023",,India,IN,IND,Republic of India
India,India 17,Meghnad Saha Planetarium,"https://www.google.com/maps?q=23.2553555,87.8504249",,India,IN,IND,Republic of India
India,India 18,Moothedath Farms & Plantations Private Limited,"https://www.google.com/maps?q=10.6359719,76.0809185",,India,IN,IND,Republic of India
India,India 19,Nehru Planetarium,"https://www.google.com/maps?q=28.603871,77.1981076",,India,IN,IND,Republic of India
India,India 20,No-Name,"https://www.google.com/maps?q=23.4229711,88.3900969",,India,IN,IND,Republic of India
India,India 21,No-Name,"https://www.google.com/maps?q=17.4204961,78.656098",,India,IN,IND,Republic of India
India,India 22,No-Name,"https://www.google.com/maps?q=8.8844658,76.8769519",,India,IN,IND,Republic of India
India,India 23,No-Name,"https://www.google.com/maps?q=21.9178984,86.7745852",,India,IN,IND,Republic of India
India,India 24,No-Name,"https://www.google.com/maps?q=14.8172524,74.1272754",,India,IN,IND,Republic of India
India,India 25,Pathani Samanta Planetarium,"https://www.google.com/maps?q=20.2981328,85.832264",,India,IN,IND,Republic of India
India,India 26,Planetarium,"https://www.google.com/maps?q=17.3334921,76.8315552",,India,IN,IND,Republic of India
India,India 27,"Regional Science Centre And Planetarium, Calicut","https://www.google.com/maps?q=11.2632716,75.7855855",,India,IN,IND,Republic of India
India,India 28,Sardar Patel Planetarium,"https://www.google.com/maps?q=22.3093796,73.1893806",,India,IN,IND,Republic of India
India,India 29,Science Park and Planetarium,"https://www.google.com/maps?q=11.0258651,75.8894349",,India,IN,IND,Republic of India
India,India 30,Space Planetarium,"https://www.google.com/maps?q=14.1598511,77.8130763",,India,IN,IND,Republic of India
India,India 31,Taramandal,"https://www.google.com/maps?q=26.7275476,83.3881223",,India,IN,IND,Republic of India
India,India  1,No-Name,"https://www.google.com/maps?q=14.8168485,74.1273089",,India,IN,IND,Republic of India
Indien,Indien 1,Nehru Planetarium,"https://www.google.com/maps?q=18.9906843,72.8186139",,India,IN,IND,Republic of India
Indien,Indien 2,Planetarium,"https://www.google.com/maps?q=8.5447,76.904547",,India,IN,IND,Republic of India
Indien,Indien 3,Priyadarsini Planetarium,"https://www.google.com/maps?q=8.5097082,76.9465771",,India,IN,IND,Republic of India
Indonesia,Indonesia 1,Planetarium Jagat Raya,"https://www.google.com/maps?q=-0.4119322,116.9904571",,Indonesia,ID,IDN,Republic of Indonesia
Indonesia,Indonesia 2,Planetarium Jakarta,"https://www.google.com/maps?q=-6.1901752,106.8391572",,Indonesia,ID,IDN,Republic of Indonesia
Iran,Iran 1,آسمان نما,"https://www.google.com/maps?q=35.7915538,50.9999981",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 2,آسمان نمای اصفهان,"https://www.google.com/maps?q=32.625445,51.6757722",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 3,آسمان نمای تهران,"https://www.google.com/maps?q=35.7275958,51.4501577",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 4,آسمان نمای گنبد مینا,"https://www.google.com/maps?q=35.7500321,51.418263",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 5,آسمان‌نما,"https://www.google.com/maps?q=34.7860469,48.5337197",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 6,آسمان‌نما,"https://www.google.com/maps?q=34.7858293,48.5338531",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 7,افلاک نمای خیام,"https://www.google.com/maps?q=36.168845,58.8212131",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 8,برج امیر,"https://www.google.com/maps?q=35.7259381,51.3887135",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 9,سالن آزادی,"https://www.google.com/maps?q=37.4731786,57.3371705",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 10,شکرستان سیمرغ,"https://www.google.com/maps?q=35.6710987,51.4942414",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 11,مرکز علمی نجوم آسمان نما,"https://www.google.com/maps?q=35.8241454,51.0094346",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 12,مرکز علوم و ستاره شناسی تهران,"https://www.google.com/maps?q=35.8102406,51.4523075",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 13,مرکز نجوم شناسی,"https://www.google.com/maps?q=35.570278,53.3690753",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iran,Iran 14,پلانتاریوم - افلاک نمای دانشگاه تبریز,"https://www.google.com/maps?q=38.0517705,46.3270094",,"Iran, Islamic Republic of",IR,IRN,Islamic Republic of Iran
Iraq,Iraq 1,No-Name,"https://www.google.com/maps?q=30.5707832,47.7608427",,Iraq,IQ,IRQ,Republic of Iraq
Israel,Israel 1,Planetanya,"https://www.google.com/maps?q=32.3109015,34.848039",,Israel,IL,ISR,State of Israel
Israel,Israel 2,פלנטריום ע״ש לסקי,"https://www.google.com/maps?q=32.1023938,34.7939174",,Israel,IL,ISR,State of Israel
Italien,Italien 1,Osservatorio Astronomico di Punta Falcone,"https://www.google.com/maps?q=42.9328529,10.4981443",,Italy,IT,ITA,Italian Republic
Italien,Italien 2,Planetario,"https://www.google.com/maps?q=38.1193804,15.6602033",,Italy,IT,ITA,Italian Republic
Italy,Italy 1,Centro Astronomico Giuliano Vanin,"https://www.google.com/maps?q=46.0729069,11.9273382",,Italy,IT,ITA,Italian Republic
Italy,Italy 2,Civico Planetario Ulrico Hoepli,"https://www.google.com/maps?q=45.4737487,9.2036271",,Italy,IT,ITA,Italian Republic
Italy,Italy 3,Cosmo Academy Planetarium,"https://www.google.com/maps?q=41.7646868,12.9624438",,Italy,IT,ITA,Italian Republic
Italy,Italy 4,Elilu,"https://www.google.com/maps?q=44.9457963,8.8970039",,Italy,IT,ITA,Italian Republic
Italy,Italy 5,GAL Hassin,"https://www.google.com/maps?q=37.9397467,14.0206991",,Italy,IT,ITA,Italian Republic
Italy,Italy 6,Ignazio Danti,"https://www.google.com/maps?q=43.0942814,12.4132373",,Italy,IT,ITA,Italian Republic
Italy,Italy 7,Il Planetario de L'Unione Sarda,"https://www.google.com/maps?q=39.2269014,9.0981991",,Italy,IT,ITA,Italian Republic
Italy,Italy 8,"Museo Planetario ""Padre Ruggero""","https://www.google.com/maps?q=45.4785822,12.2261381",,Italy,IT,ITA,Italian Republic
Italy,Italy 9,No-Name,"https://www.google.com/maps?q=40.5762834,8.7261699",,Italy,IT,ITA,Italian Republic
Italy,Italy 10,No-Name,"https://www.google.com/maps?q=45.915864,13.5258283",,Italy,IT,ITA,Italian Republic
Italy,Italy 11,No-Name,"https://www.google.com/maps?q=37.9394456,14.0205431",,Italy,IT,ITA,Italian Republic
Italy,Italy 12,No-Name,"https://www.google.com/maps?q=37.939493,14.0212128",,Italy,IT,ITA,Italian Republic
Italy,Italy 13,No-Name,"https://www.google.com/maps?q=37.9398451,14.0212201",,Italy,IT,ITA,Italian Republic
Italy,Italy 14,No-Name,"https://www.google.com/maps?q=40.8632049,14.2562294",,Italy,IT,ITA,Italian Republic
Italy,Italy 15,No-Name,"https://www.google.com/maps?q=39.2969141,16.262414",,Italy,IT,ITA,Italian Republic
Italy,Italy 16,No-Name,"https://www.google.com/maps?q=40.168204,9.1764644",,Italy,IT,ITA,Italian Republic
Italy,Italy 17,No-Name,"https://www.google.com/maps?q=41.2913024,13.2435099",,Italy,IT,ITA,Italian Republic
Italy,Italy 18,No-Name,"https://www.google.com/maps?q=45.885062,9.2303335",,Italy,IT,ITA,Italian Republic
Italy,Italy 19,No-Name,"https://www.google.com/maps?q=41.2913145,13.243544",,Italy,IT,ITA,Italian Republic
Italy,Italy 20,No-Name,"https://www.google.com/maps?q=43.5293755,10.307102",,Italy,IT,ITA,Italian Republic
Italy,Italy 21,No-Name,"https://www.google.com/maps?q=43.5469905,10.3046689",,Italy,IT,ITA,Italian Republic
Italy,Italy 22,No-Name,"https://www.google.com/maps?q=43.535849,10.3129037",,Italy,IT,ITA,Italian Republic
Italy,Italy 23,Osservatorio Astronomico Val di Fiemme,"https://www.google.com/maps?q=46.2983871,11.4982883",,Italy,IT,ITA,Italian Republic
Italy,Italy 24,Osservatorio Astronomico del Righi,"https://www.google.com/maps?q=44.425465,8.9359803",,Italy,IT,ITA,Italian Republic
Italy,Italy 25,Planetario,"https://www.google.com/maps?q=44.6360844,11.1826969",,Italy,IT,ITA,Italian Republic
Italy,Italy 26,Planetario,"https://www.google.com/maps?q=40.8050371,14.1745558",,Italy,IT,ITA,Italian Republic
Italy,Italy 27,Planetario,"https://www.google.com/maps?q=37.6915355,15.1070361",,Italy,IT,ITA,Italian Republic
Italy,Italy 28,Planetario,"https://www.google.com/maps?q=45.6313947,8.7062098",,Italy,IT,ITA,Italian Republic
Italy,Italy 29,Planetario,"https://www.google.com/maps?q=44.2566899,11.3321699",,Italy,IT,ITA,Italian Republic
Italy,Italy 30,Planetario,"https://www.google.com/maps?q=41.8461153,12.9492699",,Italy,IT,ITA,Italian Republic
Italy,Italy 31,Planetario Di Montedoro,"https://www.google.com/maps?q=37.463259,13.8232369",,Italy,IT,ITA,Italian Republic
Italy,Italy 32,Planetario Giuseppe Occhialini,"https://www.google.com/maps?q=43.756009,12.8902918",,Italy,IT,ITA,Italian Republic
Italy,Italy 33,Planetario InfiniTo,"https://www.google.com/maps?q=45.0395663,7.7619183",,Italy,IT,ITA,Italian Republic
Italy,Italy 34,Planetario Torrazzo,"https://www.google.com/maps?q=45.1337263,10.0251136",,Italy,IT,ITA,Italian Republic
Italy,Italy 35,Planetario città di Lecco,"https://www.google.com/maps?q=45.8596226,9.3981021",,Italy,IT,ITA,Italian Republic
Italy,Italy 36,Planetario del Collegio Pio X,"https://www.google.com/maps?q=45.6673584,12.2365251",,Italy,IT,ITA,Italian Republic
Italy,Italy 37,Planetario del Parco Nazionale delle Foreste Casentinesi,"https://www.google.com/maps?q=43.801128,11.7104503",,Italy,IT,ITA,Italian Republic
Italy,Italy 38,Planetario di Bari Sky Skan,"https://www.google.com/maps?q=41.1370506,16.8380999",,Italy,IT,ITA,Italian Republic
Italy,Italy 39,Planetario di Caserta,"https://www.google.com/maps?q=41.0699474,14.354477",,Italy,IT,ITA,Italian Republic
Italy,Italy 40,Planetario di Experimenta,"https://www.google.com/maps?q=44.4007684,7.5328054",,Italy,IT,ITA,Italian Republic
Italy,Italy 41,Planetario di Lignan,"https://www.google.com/maps?q=45.7878276,7.4778257",,Italy,IT,ITA,Italian Republic
Italy,Italy 42,Planetario di Padova,"https://www.google.com/maps?q=45.404592,11.8941041",,Italy,IT,ITA,Italian Republic
Italy,Italy 43,Planetario di Roma,"https://www.google.com/maps?q=41.8306963,12.4773546",,Italy,IT,ITA,Italian Republic
Italy,Italy 44,Planetario di Venezia Lido,"https://www.google.com/maps?q=45.4167436,12.3765277",,Italy,IT,ITA,Italian Republic
Italy,Italy 45,Planetarium Südtirol - Alto Adige,"https://www.google.com/maps?q=46.4386743,11.4753424",,Italy,IT,ITA,Italian Republic
Italy,Italy 46,Planetarium Südtirol - Alto Adige,"https://www.google.com/maps?q=46.4386862,11.4754102",,Italy,IT,ITA,Italian Republic
Italy,Italy 47,Polo Astronomico Don Capace,"https://www.google.com/maps?q=45.410127,7.578894",,Italy,IT,ITA,Italian Republic
Japan,Japan 1,No-Name,"https://www.google.com/maps?q=34.9437352,135.6977648",,Japan,JP,JPN,Japan
Japan,Japan 2,No-Name,"https://www.google.com/maps?q=35.3355183,136.6644975",,Japan,JP,JPN,Japan
Japan,Japan 3,No-Name,"https://www.google.com/maps?q=36.0864034,140.1100299",,Japan,JP,JPN,Japan
Japan,Japan 4,No-Name,"https://www.google.com/maps?q=35.5120436,137.8302995",,Japan,JP,JPN,Japan
Japan,Japan 5,No-Name,"https://www.google.com/maps?q=39.2924229,140.5458227",,Japan,JP,JPN,Japan
Japan,Japan 6,No-Name,"https://www.google.com/maps?q=38.2569499,140.7556583",,Japan,JP,JPN,Japan
Japan,Japan 7,No-Name,"https://www.google.com/maps?q=35.6656287,139.7460076",,Japan,JP,JPN,Japan
Japan,Japan 8,No-Name,"https://www.google.com/maps?q=37.3416976,140.6761082",,Japan,JP,JPN,Japan
Japan,Japan 9,No-Name,"https://www.google.com/maps?q=35.000195,134.9987863",,Japan,JP,JPN,Japan
Japan,Japan 10,No-Name,"https://www.google.com/maps?q=35.2015722,140.0675943",,Japan,JP,JPN,Japan
Japan,Japan 11,No-Name,"https://www.google.com/maps?q=36.4369247,140.0163963",,Japan,JP,JPN,Japan
Japan,Japan 12,No-Name,"https://www.google.com/maps?q=33.5608596,133.5369532",,Japan,JP,JPN,Japan
Japan,Japan 13,No-Name,"https://www.google.com/maps?q=36.2356327,139.0682049",,Japan,JP,JPN,Japan
Japan,Japan 14,No-Name,"https://www.google.com/maps?q=35.3355155,136.6644988",,Japan,JP,JPN,Japan
Japan,Japan 15,No-Name,"https://www.google.com/maps?q=34.3986276,132.4537512",,Japan,JP,JPN,Japan
Japan,Japan 16,No-Name,"https://www.google.com/maps?q=35.3982287,139.4694985",,Japan,JP,JPN,Japan
Japan,Japan 17,No-Name,"https://www.google.com/maps?q=35.6379927,139.6444614",,Japan,JP,JPN,Japan
Japan,Japan 18,No-Name,"https://www.google.com/maps?q=33.9099346,133.2439531",,Japan,JP,JPN,Japan
Japan,Japan 19,No-Name,"https://www.google.com/maps?q=38.5654433,140.9461742",,Japan,JP,JPN,Japan
Japan,Japan 20,No-Name,"https://www.google.com/maps?q=33.4773252,133.00459",,Japan,JP,JPN,Japan
Japan,Japan 21,No-Name,"https://www.google.com/maps?q=35.8054078,140.1195953",,Japan,JP,JPN,Japan
Japan,Japan 22,No-Name,"https://www.google.com/maps?q=34.8938239,134.0023203",,Japan,JP,JPN,Japan
Japan,Japan 23,Takikawa Natural History Museum,"https://www.google.com/maps?q=43.5523807,141.9147665",,Japan,JP,JPN,Japan
Japan,Japan 24,うべプラネタリウム (うべPlanetarium),"https://www.google.com/maps?q=33.9479479,131.2522671",,Japan,JP,JPN,Japan
Japan,Japan 25,かわさき宙と緑の科学館 (かわさき宙と緑の科学Hall),"https://www.google.com/maps?q=35.608548,139.5614207",,Japan,JP,JPN,Japan
Japan,Japan 26,きたしんプラネタリウム (きたしんPlanetarium),"https://www.google.com/maps?q=34.8157615,135.5692354",,Japan,JP,JPN,Japan
Japan,Japan 27,さいたま市宇宙劇場,"https://www.google.com/maps?q=35.9078062,139.621505",,Japan,JP,JPN,Japan
Japan,Japan 28,まるちたいけんドーム,"https://www.google.com/maps?q=35.7797321,139.7903131",,Japan,JP,JPN,Japan
Japan,Japan 29,コニカミノルタプラネタリアYOKOHAMA,"https://www.google.com/maps?q=35.4621668,139.6245338",,Japan,JP,JPN,Japan
Japan,Japan 30,ジオスペース館 (ジオスペースHall),"https://www.google.com/maps?q=34.8272537,137.3733272",,Japan,JP,JPN,Japan
Japan,Japan 31,セーレンプラネット(ハピリン5F),"https://www.google.com/maps?q=36.0613186,136.2217174",,Japan,JP,JPN,Japan
Japan,Japan 32,チェインバー・オブ・プラネット,"https://www.google.com/maps?q=35.6257879,139.8852393",,Japan,JP,JPN,Japan
Japan,Japan 33,テルサバーチャルトリップ,"https://www.google.com/maps?q=35.4640814,133.0618623",,Japan,JP,JPN,Japan
Japan,Japan 34,ナオコスペースプラネタリウム (ナオコスペースPlanetarium),"https://www.google.com/maps?q=35.7809118,139.9000929",,Japan,JP,JPN,Japan
Japan,Japan 35,パークアルカディアプラネタリウム館 (パークアルカディアPlanetariumHall),"https://www.google.com/maps?q=36.6297505,140.382136",,Japan,JP,JPN,Japan
Japan,Japan 36,プラネタリウム (Planetarium),"https://www.google.com/maps?q=35.3250255,136.8455371",,Japan,JP,JPN,Japan
Japan,Japan 37,メガスター・ツー・エイ,"https://www.google.com/maps?q=35.3769882,139.5951192",,Japan,JP,JPN,Japan
Japan,Japan 38,千の夢きらめく堺星空館 (千の夢きらめく堺星空Hall),"https://www.google.com/maps?q=34.5339921,135.4922328",,Japan,JP,JPN,Japan
Japan,Japan 39,大津市生涯学習センター(プラネタリウム・科学館・視聴覚室ほか) (大津市生涯学習センター(Planetarium・科学Hall・視聴覚室ほか)),"https://www.google.com/maps?q=34.9938908,135.8938032",,Japan,JP,JPN,Japan
Japan,Japan 40,天空劇場,"https://www.google.com/maps?q=36.590245,140.6595153",,Japan,JP,JPN,Japan
Japan,Japan 41,津島市児童科学館(プラネタリウム) (津島市児童科学Hall(Planetarium)),"https://www.google.com/maps?q=35.1661839,136.7529652",,Japan,JP,JPN,Japan
Japan,Japan 42,牧志駅前ほしぞら公民館 (牧志駅前ほしぞら公民Hall),"https://www.google.com/maps?q=26.2174195,127.6937734",,Japan,JP,JPN,Japan
Japan,Japan 43,珈琲屋らんぷ,"https://www.google.com/maps?q=35.2131178,136.8361558",,Japan,JP,JPN,Japan
